text,sentiment_real,sentiment_previsto
"@southwestair also, gave 1 hr 32 minutes hold. maybe put people it?",negative,negative
@usairways issuing travel advisory clt thursday? significant snow storm way wednesday night.,neutral,neutral
@jetblue stranded passengers helped get another flight?,negative,negative
@united never frustrated conversations united can't speak spanish courier company bag!,negative,negative
"@united heard voucher/miles credit cancelled flighting international flight yesterday, get email.",negative,negative
@americanair ...is want treat platinum (and two gold) flyers??,negative,negative
@americanair that's unacceptable,negative,negative
@jetblue expanding! http://t.co/kk6eixifp5 #nantucket #aviation,neutral,neutral
@southwestair follow send info?,neutral,neutral
@united thanks changed me. managed arrive 8 hours delay exhausted,negative,negative
@united would get early enough green tag. go. otis would still sitting ord,negative,negative
"@americanair thanks! bleh, disconnected! let's try again!!",negative,negative
@jetblue thanks,positive,positive
@united flt 3444 delayed maintenance - that's fixed can't board flight crew stay boarding area #fail,negative,negative
@southwestair rebook flight board bham.,negative,negative
@usairways @acnewsguy give # us air philly talk real person? acarl4@hotmail.com,negative,negative
@usairways really!??,neutral,negative
@southwestair great flight cabo last week family #smoothflight #frequentflyer,positive,positive
@southwestair pv get approved? ready go!!,neutral,negative
"@united, lies... http://t.co/beqotlnugc",negative,negative
@southwestair thank you. know ya'll can't control weather. appreciate ya'll working get flight rebooked last two days.,positive,negative
@jetblue definitely! lots announcements app great.,positive,positive
@southwestair 2 hours hold customer service never us sw,negative,negative
"@americanair call center let wait hold, would happily do. seriously supposed keep calling? great",negative,negative
@usairways way treat women. want someone contact explain make acceptable.,negative,negative
@southwestair hold hr rebook cancelled flighted flight. anyone working???,negative,negative
@united load us flying sardine knew pilots 2 hours late flight?? #incompetent beyond belief,negative,negative
"@southwestair frustrated customer service.open seats earlier flight, $154 change. rip off!!",negative,negative
"@americanair @usairways yes, obviously! stinks 4pm one option supposed fly 7am yesterday.",neutral,negative
"@jetblue i'd go portsmouth, nh take care friend's son takes daughter boston surgery. #flyingitforward",neutral,neutral
@southwestair happy enter sweepstakes #nutsaboutsouthwest,positive,negative
"@usairways promise, help nvr fly w/u again. even 2 pay $$$ 2 fly w/ sum1 else #badcustomerservice",negative,negative
@united guess:flight going cancelled flightled 16 empty seats confirmed important. #frustrated,negative,negative
"@usairways hey! booked flight (isabelle gramp, boston lax), said charged credit card transaction go",negative,negative
@united 50 minute wait times help cancelled flightled flight?? help guy out?,negative,negative
"@americanair flight 1074 delayed hours human errors like food truck hitting plane, lines frozen.",negative,negative
@southwestair need get act together. new morning 830 plane malfunctioning. yet i've delayed 3 times ..,negative,negative
@united trying change flight online got error help via dm?,negative,negative
@united online inchecking able netherlands (ams)?,neutral,negative
@jetblue thank you. sent msg.,positive,positive
@united worst customer service experience ever. 40 minutes get jetway plane ewr tonight. flight 354 disappointed,negative,negative
"@usairways tell get that, please.",negative,negative
@united exit-row window shades approx 11% windows rj-145s. &lt;--a frequent flyer http://t.co/aoeaeszdlx,negative,neutral
"@americanair uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. thats service?",negative,negative
@usairways please employee called 5 times flight crew finish maintenance us 734 depart!,negative,negative
@americanair another airline that's accommodating customers. unable simply change passengers notice simply,negative,negative
@southwestair link article says routes times routes likely be? like tul-dal 1:00pm - 7 none,neutral,neutral
@americanair sucks!! teco teco #reclameaqui #tripadvisor http://t.co/augjscmolu,negative,negative
@usairways #noservice good luck trying reach human! twice sat hold 50 mins... #neveragain,negative,negative
@united delivered! thank making sure arrived doorstep!,positive,positive
"@americanair friend needs help flt (she's twiiter), dm info?",neutral,negative
@americanair please explain costs almost price full roundtrip fair change departure time flight?,negative,negative
@southwestair yes. hung called different number.,negative,negative
@southwestair thanks getting back nashville. big thanks pilots 6:15 baltimore. flying snow landing ice.,positive,positive
@usairways lies continue. waited another hr get boarding passes flight supposedly created today cancelled flightled?!,negative,negative
@americanair interested possibly changing flight another day...need see fees number busy,negative,negative
@jetblue even 5 years earthquake...haiti still needs helps rebuilding #flyingitforward,neutral,neutral
"@united 2.5 hour delay, misplaced bag, poor communication, worse: unsympathetic, confrontational gate agent. cool!!!",negative,negative
@americanair pets allowed first class?,neutral,negative
@jetblue gives? delayed 2 hours mco jfk. every time!,negative,negative
@usairways ...loosing lot business using barclays. cant believe cant apply card live iowa.,negative,negative
@united worst. avoid like plague.,negative,negative
@united thanks. got straightend last night.,neutral,negative
@americanair finally take off! thanks customer service g8 reps @ c17 @ ctl. idea caused system failure?,negative,negative
@americanair done!! thank much!!,positive,positive
@jetblue sending n598jb uvf today weekday weekend :'(,negative,neutral
@southwestair continue amazed amazing customer service. thank swa!,positive,positive
@virginamerica atlantic ploughs lone furrow #middleeast http://t.co/fvudmh27pf @thenationaluae,neutral,neutral
@usairways link work i've tried tracking bag several times. still clarify is.,negative,negative
@usairways providing poor customer service responding complaints copy paste template flight unrelate flightd complaint #usairwaysfail,negative,negative
"@americanair kax premium. hoping flight better food, tv know work service. tnx",positive,negative
@virginamerica ready!? let's say together.. 'noooo turbulence today!' 😘,neutral,negative
@usairways happens located,negative,negative
"@jetblue @jeff_hofmann @denisejtaylor @laurieameacham good one! indeed, jetblue's finest day history!",positive,positive
@usairways fuk u us airways yo shitty chicken salad sandwich overpriced u fuking make wait 6 hr layover fuk u,negative,negative
"@americanair motor usually starts engine broke @cvgairport ground crew failed time, per pilot #maintenance",neutral,negative
"@southwestair customer service fll, bwi,and pit terrible.no one knows bags are.his job clothes &amp; gear",negative,negative
@southwestair got help nice lady phone georgia. thank you!,positive,positive
@americanair who's pick best picture? want board airline know,neutral,negative
@united tried one available bogota everyone rude houston. stuck 35 hours guys,negative,negative
@united would nice earlier today. late flight now. hope.,negative,negative
@united lovely part long day - attendants ua5168 (most) /ua795 beyond exceptional today. #givethoseladiesraise,positive,positive
@united yes. bags came 1 hr arrived baggage claim. awful experience ground bhm,negative,negative
